1-61 2-43 3-49 4-47 5-50 6-57 7-63 8-29 9-18 10-38 11-67 12-44 13-55 14-43 15-62 16-45 
1-104 2-47 3-62 4-56 5-56 6-81 7-57 8-38 9-80 10-57 11-40 12-39 13-65 14-55 15-41 16-52 
1-74 2-73 3-47 4-72 5-9 6-44 7-49 8-55 9-57 10-30 11-15 12-44 13-51 14-48 15-88 16-49 
1-64 2-55 3-91 4-88 5-53 6-59 7-32 8-20 9-44 10-42 11-31 12-73 13-39 14-57 15-67 16-76 
1-23 2-73 3-42 4-22 5-40 6-20 7-23 8-71 9-32 10-21 11-29 12-52 13-49 14-41 15-61 16-54 
1-75 2-46 3-77 4-62 5-20 6-28 7-27 8-32 9-52 10-40 11-52 12-61 13-64 14-55 15-47 16-64 
1-55 2-48 3-37 4-55 5-55 6-47 7-50 8-53 9-57 10-24 11-51 12-38 13-36 14-38 15-31 16-84 
1-92 2-29 3-28 4-47 5-54 6-55 7-57 8-59 9-18 10-62 11-47 12-49 13-40 14-45 15-18 16-41 
1-66 2-66 3-47 4-50 5-55 6-44 7-39 8-46 9-51 10-48 11-45 12-25 13-40 14-58 15-39 16-47 
1-54 2-58 3-65 4-86 5-26 6-47 7-57 8-53 9-53 10-8 11-35 12-43 13-42 14-54 15-13 16-60 
1-26 2-59 3-67 4-24 5-52 6-11 7-20 8-54 9-54 10-39 11-27 12-59 13-51 14-19 15-47 16-60 
1-48 2-68 3-54 4-75 5-59 6-43 7-43 8-45 9-39 10-69 11-31 12-30 13-24 14-58 15-32 16-48 
1-57 2-36 3-40 4-55 5-62 6-54 7-29 8-49 9-77 10-57 11-56 12-33 13-43 14-47 15-38 16-37 
1-71 2-51 3-34 4-55 5-64 6-43 7-28 8-76 9-54 10-62 11-48 12-20 13-22 14-33 15-39 16-33 
1-49 2-61 3-54 4-39 5-39 6-38 7-28 8-48 9-16 10-78 11-22 12-33 13-43 14-43 15-62 16-82 
1-41 2-36 3-52 4-54 5-65 6-34 7-44 8-49 9-50 10-55 11-59 12-27 13-49 14-31 15-40 16-62 
1-29 2-55 3-53 4-54 5-59 6-49 7-42 8-36 9-38 10-39 11-26 12-57 13-34 14-72 15-48 16-41 
1-77 2-83 3-36 4-89 5-46 6-44 7-43 8-65 9-41 10-39 11-31 12-45 13-47 14-63 15-59 16-74 
1-43 2-60 3-54 4-40 5-44 6-53 7-27 8-35 9-63 10-48 11-46 12-56 13-57 14-50 15-51 16-51 
1-71 2-24 3-30 4-47 5-77 6-34 7-79 8-61 9-67 10-72 11-53 12-49 13-11 14-35 15-40 16-62 
1-69 2-65 3-59 4-65 5-40 6-52 7-62 8-49 9-34 10-64 11-55 12-39 13-35 14-20 15-55 16-45 
1-50 2-38 3-38 4-41 5-20 6-49 7-49 8-26 9-49 10-61 11-48 12-33 13-56 14-32 15-20 16-63 
1-39 2-12 3-22 4-29 5-46 6-58 7-63 8-49 9-71 10-78 11-49 12-53 13-50 14-32 15-48 16-51 
1-44 2-54 3-64 4-41 5-31 6-40 7-44 8-68 9-54 10-65 11-35 12-39 13-22 14-37 15-21 16-50 
1-25 2-27 3-78 4-47 5-58 6-54 7-43 8-46 9-54 10-30 11-33 12-57 13-40 14-50 15-49 16-74 
1-76 2-21 3-47 4-63 5-26 6-59 7-46 8-65 9-58 10-34 11-48 12-25 13-54 14-55 15-61 16-68 
1-34 2-32 3-39 4-38 5-48 6-72 7-50 8-65 9-43 10-46 11-54 12-50 13-42 14-34 15-61 16-80 
1-54 2-62 3-56 4-64 5-34 6-66 7-46 8-36 9-69 10-36 11-68 12-54 13-27 14-67 15-19 16-38 
1-25 2-39 3-49 4-40 5-64 6-33 7-53 8-28 9-46 10-68 11-7 12-41 13-67 14-39 15-56 16-52 
1-35 2-61 3-80 4-63 5-33 6-29 7-63 8-26 9-62 10-62 11-43 12-47 13-63 14-59 15-34 16-34 
1-54 2-33 3-53 4-45 5-54 6-63 7-51 8-30 9-66 10-55 11-57 12-32 13-9 14-45 15-55 16-41 
1-35 2-39 3-28 4-69 5-45 6-51 7-49 8-34 9-36 10-86 11-48 12-46 13-66 14-87 15-67 16-32 
1-59 2-46 3-43 4-35 5-80 6-43 7-79 8-26 9-26 10-55 11-28 12-77 13-69 14-43 15-72 16-46 
1-57 2-28 3-59 4-21 5-74 6-60 7-23 8-31 9-63 10-66 11-58 12-37 13-40 14-62 15-69 16-58 
1-59 2-54 3-49 4-52 5-21 6-71 7-50 8-77 9-43 10-66 11-60 12-66 13-66 14-60 15-45 16-39 
1-25 2-66 3-37 4-40 5-49 6-52 7-25 8-20 9-89 10-49 11-56 12-66 13-34 14-37 15-52 16-72 
1-58 2-65 3-42 4-36 5-51 6-50 7-19 8-59 9-45 10-50 11-67 12-33 13-55 14-91 15-61 16-25 
1-72 2-50 3-63 4-40 5-72 6-69 7-21 8-48 9-57 10-72 11-38 12-56 13-27 14-53 15-69 16-63 
1-62 2-38 3-59 4-38 5-36 6-55 7-53 8-40 9-29 10-57 11-43 12-44 13-44 14-65 15-38 16-59 
1-55 2-52 3-65 4-41 5-54 6-61 7-46 8-52 9-44 10-102 11-44 12-59 13-6 14-39 15-45 16-91 
1-49 2-55 3-52 4-39 5-35 6-37 7-45 8-31 9-13 10-61 11-54 12-51 13-69 14-33 15-35 16-67 
1-66 2-52 3-48 4-88 5-24 6-49 7-67 8-85 9-34 10-63 11-53 12-45 13-36 14-52 15-67 16-30 
1-22 2-66 3-44 4-46 5-40 6-55 7-16 8-36 9-32 10-44 11-48 12-36 13-49 14-60 15-82 16-57 
1-28 2-73 3-55 4-80 5-46 6-62 7-59 8-38 9-72 10-70 11-21 12-63 13-57 14-26 15-41 16-33 
1-22 2-82 3-19 4-37 5-56 6-46 7-55 8-41 9-54 10-87 11-47 12-41 13-44 14-70 15-52 16-55 
1-58 2-42 3-60 4-44 5-46 6-51 7-30 8-50 9-50 10-31 11-63 12-47 13-54 14-50 15-28 16-60 
1-37 2-58 3-28 4-41 5-53 6-49 7-51 8-31 9-43 10-47 11-40 12-56 13-94 14-18 15-38 16-39 
1-56 2-45 3-65 4-69 5-52 6-40 7-22 8-37 9-55 10-19 11-16 12-54 13-63 14-57 15-32 16-38 
1-67 2-50 3-32 4-51 5-62 6-33 7-57 8-31 9-58 10-64 11-54 12-38 13-55 14-37 15-43 16-45 
1-45 2-76 3-45 4-39 5-33 6-51 7-68 8-64 9-40 10-58 11-56 12-22 13-32 14-77 15-58 16-57 
1-61 2-56 3-51 4-47 5-37 6-61 7-47 8-47 9-43 10-44 11-62 12-76 13-41 14-29 15-64 16-83 
1-66 2-57 3-28 4-40 5-53 6-14 7-20 8-33 9-37 10-19 11-46 12-40 13-38 14-50 15-59 16-25 
1-37 2-33 3-58 4-71 5-35 6-55 7-27 8-37 9-51 10-49 11-62 12-59 13-57 14-34 15-49 16-32 
1-76 2-46 3-45 4-57 5-40 6-29 7-55 8-66 9-44 10-70 11-28 12-36 13-27 14-57 15-88 16-48 
1-38 2-30 3-47 4-50 5-40 6-51 7-22 8-21 9-53 10-68 11-36 12-21 13-62 14-30 15-65 16-44 
1-29 2-31 3-50 4-42 5-20 6-30 7-43 8-49 9-51 10-41 11-57 12-59 13-39 14-20 15-40 16-29 
1-62 2-31 3-51 4-33 5-32 6-76 7-25 8-29 9-42 10-60 11-60 12-58 13-59 14-50 15-82 16-69 
1-62 2-29 3-42 4-23 5-10 6-45 7-73 8-34 9-19 10-59 11-36 12-34 13-60 14-24 15-49 16-49 
1-54 2-42 3-53 4-32 5-14 6-27 7-25 8-72 9-41 10-57 11-40 12-56 13-44 14-52 15-31 16-56 
1-63 2-46 3-38 4-57 5-59 6-42 7-52 8-40 9-35 10-61 11-73 12-53 13-49 14-45 15-34 16-67 
1-62 2-82 3-54 4-42 5-71 6-43 7-18 8-42 9-76 10-42 11-34 12-47 13-50 14-46 15-51 16-26 
1-51 2-14 3-40 4-35 5-59 6-36 7-75 8-68 9-78 10-62 11-55 12-48 13-31 14-70 15-28 16-53 
1-39 2-47 3-63 4-66 5-45 6-20 7-26 8-55 9-23 10-33 11-31 12-32 13-43 14-34 15-52 16-78 
1-40 2-52 3-42 4-67 5-26 6-35 7-52 8-45 9-64 10-42 11-78 12-62 13-59 14-42 15-32 16-58 
1-66 2-38 3-47 4-49 5-65 6-47 7-56 8-31 9-35 10-40 11-42 12-66 13-60 14-66 15-17 16-65 
1-61 2-42 3-59 4-59 5-54 6-43 7-49 8-36 9-48 10-34 11-77 12-42 13-70 14-24 15-65 16-70 
1-37 2-22 3-68 4-43 5-29 6-43 7-57 8-11 9-48 10-57 11-50 12-42 13-51 14-41 15-27 16-64 
1-37 2-55 3-46 4-66 5-38 6-60 7-51 8-65 9-52 10-44 11-39 12-38 13-66 14-52 15-21 16-54 
1-52 2-66 3-42 4-71 5-25 6-29 7-67 8-55 9-77 10-62 11-58 12-40 13-37 14-66 15-50 16-61 
1-55 2-43 3-87 4-48 5-59 6-53 7-80 8-22 9-46 10-60 11-31 12-59 13-44 14-55 15-45 16-59 
1-64 2-75 3-54 4-67 5-37 6-41 7-53 8-91 9-56 10-60 11-56 12-53 13-37 14-26 15-56 16-53 
1-76 2-23 3-59 4-47 5-40 6-34 7-59 8-61 9-64 10-45 11-37 12-54 13-40 14-39 15-72 16-69 
1-35 2-60 3-48 4-56 5-49 6-61 7-29 8-50 9-56 10-20 11-42 12-54 13-38 14-49 15-72 16-76 
1-65 2-60 3-21 4-57 5-37 6-39 7-26 8-58 9-0 10-57 11-45 12-23 13-74 14-42 15-54 16-70 
1-54 2-16 3-9 4-65 5-52 6-66 7-45 8-87 9-22 10-55 11-73 12-32 13-46 14-51 15-67 16-52 
1-71 2-66 3-87 4-54 5-73 6-65 7-63 8-30 9-56 10-71 11-87 12-43 13-59 14-69 15-59 16-69 
1-50 2-57 3-52 4-64 5-60 6-51 7-39 8-58 9-43 10-62 11-20 12-50 13-41 14-31 15-39 16-54 
1-53 2-49 3-37 4-68 5-34 6-40 7-51 8-26 9-40 10-34 11-39 12-68 13-34 14-62 15-58 16-58 
1-45 2-61 3-80 4-40 5-55 6-38 7-27 8-40 9-34 10-62 11-58 12-55 13-46 14-42 15-54 16-43 
1-85 2-47 3-44 4-53 5-24 6-29 7-71 8-34 9-42 10-44 11-51 12-16 13-51 14-49 15-26 16-43 
1-45 2-27 3-60 4-75 5-41 6-60 7-26 8-60 9-55 10-61 11-41 12-23 13-53 14-71 15-58 16-32 
1-70 2-29 3-12 4-54 5-75 6-39 7-41 8-38 9-58 10-32 11-48 12-47 13-50 14-61 15-75 16-63 
1-45 2-51 3-73 4-59 5-58 6-42 7-70 8-69 9-44 10-70 11-44 12-50 13-46 14-33 15-17 16-26 
1-55 2-60 3-78 4-50 5-74 6-55 7-30 8-55 9-24 10-44 11-45 12-35 13-44 14-30 15-19 16-55 
1-53 2-68 3-22 4-53 5-67 6-58 7-57 8-55 9-22 10-64 11-55 12-69 13-31 14-40 15-61 16-39 
1-39 2-35 3-46 4-43 5-70 6-46 7-43 8-32 9-56 10-67 11-69 12-57 13-47 14-46 15-21 16-33 
1-58 2-69 3-59 4-31 5-59 6-57 7-54 8-70 9-44 10-58 11-38 12-47 13-36 14-35 15-29 16-42 
1-35 2-33 3-55 4-65 5-41 6-15 7-18 8-57 9-38 10-42 11-86 12-50 13-46 14-56 15-54 16-53 
1-44 2-58 3-62 4-23 5-37 6-76 7-35 8-58 9-68 10-44 11-59 12-40 13-73 14-52 15-58 16-41 
1-47 2-85 3-33 4-37 5-73 6-54 7-38 8-55 9-56 10-39 11-54 12-52 13-45 14-47 15-75 16-63 
1-50 2-43 3-52 4-66 5-48 6-46 7-49 8-39 9-18 10-44 11-31 12-49 13-26 14-49 15-22 16-72 
1-59 2-18 3-50 4-72 5-42 6-21 7-46 8-46 9-58 10-52 11-30 12-71 13-38 14-43 15-61 16-55 
1-93 2-45 3-53 4-52 5-36 6-25 7-43 8-0 9-59 10-69 11-35 12-27 13-56 14-55 15-51 16-38 
1-51 2-49 3-67 4-68 5-55 6-54 7-60 8-42 9-51 10-80 11-51 12-33 13-70 14-31 15-53 16-27 
1-35 2-36 3-14 4-56 5-26 6-42 7-61 8-28 9-61 10-71 11-61 12-35 13-68 14-47 15-42 16-46 
1-55 2-41 3-63 4-54 5-52 6-77 7-70 8-56 9-62 10-42 11-47 12-19 13-57 14-62 15-52 16-35 
1-33 2-36 3-41 4-35 5-50 6-26 7-52 8-54 9-54 10-39 11-35 12-48 13-40 14-67 15-49 16-44 
1-61 2-40 3-53 4-39 5-65 6-41 7-71 8-32 9-23 10-78 11-52 12-20 13-50 14-49 15-70 16-41 
1-45 2-41 3-61 4-55 5-62 6-37 7-57 8-25 9-71 10-35 11-56 12-45 13-28 14-40 15-52 16-45 
1-34 2-35 3-50 4-35 5-44 6-23 7-39 8-55 9-63 10-39 11-50 12-46 13-45 14-68 15-60 16-36 
1-27 2-45 3-51 4-56 5-37 6-68 7-58 8-49 9-71 10-70 11-52 12-44 13-45 14-55 15-41 16-58 
1-46 2-39 3-43 4-35 5-39 6-26 7-55 8-52 9-72 10-40 11-39 12-54 13-70 14-35 15-44 16-48 
1-47 2-80 3-51 4-74 5-65 6-73 7-51 8-50 9-41 10-30 11-42 12-14 13-69 14-23 15-52 16-58 
1-21 2-27 3-23 4-55 5-65 6-47 7-39 8-68 9-50 10-33 11-71 12-53 13-67 14-50 15-45 16-42 
1-26 2-39 3-25 4-61 5-37 6-41 7-46 8-53 9-51 10-68 11-34 12-10 13-50 14-61 15-54 16-43 
1-45 2-55 3-22 4-56 5-38 6-4 7-45 8-42 9-60 10-10 11-63 12-56 13-43 14-20 15-61 16-55 
1-45 2-68 3-53 4-46 5-78 6-34 7-54 8-56 9-68 10-85 11-36 12-45 13-32 14-53 15-60 16-84 
1-47 2-29 3-52 4-46 5-29 6-41 7-34 8-64 9-19 10-49 11-52 12-60 13-49 14-60 15-34 16-38 
1-84 2-76 3-32 4-51 5-33 6-49 7-32 8-52 9-80 10-64 11-41 12-47 13-56 14-65 15-73 16-62 
1-57 2-42 3-35 4-79 5-55 6-59 7-57 8-34 9-58 10-72 11-64 12-77 13-56 14-33 15-57 16-40 
1-55 2-75 3-77 4-55 5-30 6-58 7-70 8-33 9-77 10-26 11-48 12-50 13-52 14-75 15-62 16-49 
1-41 2-63 3-27 4-54 5-53 6-78 7-69 8-55 9-65 10-63 11-54 12-60 13-28 14-28 15-40 16-56 
1-36 2-46 3-41 4-65 5-50 6-15 7-42 8-24 9-62 10-65 11-29 12-25 13-61 14-51 15-52 16-27 
1-76 2-63 3-53 4-33 5-41 6-49 7-42 8-53 9-61 10-49 11-60 12-44 13-57 14-69 15-48 16-33 
1-38 2-82 3-32 4-55 5-61 6-25 7-39 8-69 9-65 10-26 11-62 12-75 13-24 14-52 15-24 16-72 
1-42 2-36 3-62 4-77 5-34 6-51 7-62 8-41 9-43 10-47 11-36 12-18 13-63 14-40 15-63 16-27 
1-52 2-58 3-37 4-60 5-53 6-55 7-24 8-65 9-35 10-65 11-38 12-59 13-44 14-38 15-14 16-56 
1-65 2-65 3-54 4-42 5-44 6-23 7-62 8-45 9-63 10-56 11-24 12-41 13-37 14-65 15-83 16-46 
1-44 2-33 3-40 4-27 5-57 6-32 7-39 8-24 9-53 10-56 11-38 12-85 13-51 14-28 15-53 16-38 
1-50 2-61 3-53 4-43 5-87 6-47 7-79 8-54 9-37 10-32 11-58 12-28 13-29 14-6 15-68 16-50 
1-54 2-49 3-52 4-44 5-42 6-29 7-59 8-68 9-47 10-30 11-31 12-54 13-43 14-27 15-20 16-55 
1-41 2-21 3-55 4-16 5-58 6-30 7-52 8-51 9-55 10-56 11-63 12-28 13-66 14-58 15-33 16-63 
1-56 2-13 3-45 4-47 5-41 6-62 7-13 8-67 9-41 10-69 11-72 12-80 13-46 14-41 15-72 16-75 
1-42 2-59 3-73 4-54 5-48 6-86 7-55 8-54 9-70 10-7 11-59 12-21 13-39 14-41 15-47 16-58 
1-65 2-39 3-71 4-56 5-62 6-33 7-49 8-53 9-22 10-61 11-44 12-29 13-62 14-47 15-52 16-70 
1-34 2-59 3-62 4-46 5-74 6-53 7-72 8-68 9-54 10-48 11-46 12-52 13-42 14-49 15-67 16-27 
1-48 2-62 3-48 4-36 5-73 6-62 7-80 8-53 9-57 10-70 11-29 12-65 13-25 14-26 15-59 16-63 
1-83 2-45 3-37 4-58 5-52 6-61 7-56 8-36 9-56 10-34 11-51 12-81 13-29 14-33 15-42 16-51 
1-67 2-42 3-59 4-33 5-42 6-45 7-78 8-71 9-49 10-34 11-67 12-49 13-59 14-42 15-27 16-40 
1-82 2-46 3-26 4-80 5-26 6-78 7-24 8-72 9-56 10-57 11-43 12-55 13-48 14-16 15-16 16-40 
1-18 2-53 3-73 4-52 5-86 6-31 7-47 8-34 9-51 10-56 11-47 12-31 13-53 14-63 15-41 16-42 
1-55 2-49 3-35 4-67 5-64 6-54 7-75 8-55 9-78 10-40 11-65 12-30 13-35 14-78 15-55 16-35 
1-25 2-21 3-38 4-38 5-82 6-36 7-45 8-62 9-57 10-61 11-48 12-22 13-31 14-23 15-56 16-24 
1-39 2-20 3-58 4-64 5-42 6-48 7-43 8-45 9-20 10-13 11-19 12-37 13-60 14-19 15-58 16-64 
1-60 2-60 3-39 4-24 5-22 6-31 7-39 8-3 9-81 10-48 11-52 12-65 13-39 14-48 15-34 16-36 
1-72 2-79 3-74 4-66 5-31 6-53 7-66 8-51 9-55 10-46 11-30 12-56 13-53 14-32 15-59 16-33 
1-54 2-48 3-41 4-29 5-59 6-28 7-57 8-64 9-47 10-62 11-22 12-19 13-51 14-61 15-53 16-22 
1-55 2-18 3-63 4-51 5-69 6-62 7-60 8-61 9-38 10-31 11-48 12-55 13-40 14-28 15-39 16-63 
1-46 2-82 3-55 4-45 5-58 6-53 7-56 8-63 9-64 10-48 11-37 12-58 13-43 14-26 15-47 16-52 
1-63 2-30 3-76 4-49 5-59 6-59 7-65 8-53 9-47 10-49 11-29 12-37 13-46 14-52 15-64 16-40 
1-69 2-41 3-45 4-22 5-39 6-61 7-49 8-57 9-73 10-27 11-41 12-36 13-81 14-51 15-48 16-74 
1-57 2-39 3-70 4-71 5-47 6-38 7-32 8-49 9-34 10-44 11-65 12-47 13-31 14-23 15-43 16-63 
1-37 2-66 3-73 4-64 5-55 6-53 7-37 8-63 9-58 10-37 11-54 12-16 13-27 14-45 15-20 16-46 
1-29 2-53 3-76 4-38 5-47 6-28 7-62 8-33 9-40 10-48 11-47 12-63 13-42 14-24 15-38 16-69 
1-71 2-73 3-58 4-58 5-32 6-70 7-37 8-50 9-45 10-32 11-81 12-44 13-33 14-44 15-49 16-50 
1-73 2-81 3-50 4-45 5-48 6-32 7-28 8-58 9-64 10-60 11-56 12-78 13-71 14-47 15-48 16-25 
1-80 2-41 3-50 4-60 5-49 6-27 7-52 8-40 9-28 10-55 11-60 12-48 13-60 14-45 15-62 16-85 
1-60 2-52 3-47 4-52 5-56 6-38 7-26 8-51 9-27 10-21 11-45 12-53 13-31 14-62 15-45 16-32 
1-58 2-52 3-54 4-39 5-52 6-31 7-20 8-44 9-37 10-33 11-72 12-47 13-48 14-59 15-47 16-68 
1-25 2-36 3-39 4-53 5-34 6-42 7-62 8-50 9-51 10-22 11-55 12-57 13-37 14-64 15-41 16-49 
1-45 2-42 3-33 4-79 5-52 6-23 7-35 8-73 9-18 10-66 11-55 12-37 13-58 14-33 15-40 16-24 
1-48 2-71 3-35 4-38 5-50 6-45 7-23 8-20 9-65 10-50 11-52 12-44 13-37 14-31 15-48 16-59 
1-43 2-34 3-47 4-46 5-42 6-42 7-58 8-59 9-33 10-64 11-65 12-49 13-43 14-54 15-54 16-64 
1-58 2-39 3-63 4-34 5-46 6-46 7-65 8-34 9-66 10-35 11-24 12-64 13-26 14-46 15-43 16-35 
1-37 2-20 3-51 4-70 5-42 6-55 7-24 8-60 9-40 10-69 11-32 12-44 13-50 14-79 15-17 16-46 
1-20 2-35 3-46 4-42 5-41 6-70 7-35 8-29 9-52 10-78 11-27 12-17 13-72 14-36 15-53 16-47 
1-32 2-51 3-48 4-25 5-62 6-48 7-35 8-53 9-34 10-58 11-51 12-40 13-41 14-50 15-47 16-25 
1-50 2-47 3-41 4-54 5-66 6-44 7-67 8-36 9-58 10-18 11-67 12-43 13-64 14-40 15-55 16-60 
1-83 2-26 3-52 4-67 5-35 6-11 7-19 8-27 9-51 10-29 11-67 12-46 13-49 14-48 15-57 16-56 
1-67 2-7 3-64 4-27 5-82 6-36 7-64 8-9 9-4 10-49 11-93 12-51 13-70 14-56 15-68 16-30 
1-41 2-18 3-56 4-33 5-60 6-50 7-62 8-70 9-36 10-33 11-42 12-57 13-65 14-53 15-57 16-36 
1-42 2-36 3-47 4-65 5-36 6-82 7-62 8-56 9-41 10-48 11-61 12-55 13-65 14-76 15-64 16-35 
1-36 2-42 3-33 4-40 5-22 6-63 7-80 8-45 9-75 10-41 11-72 12-40 13-54 14-52 15-65 16-29 
1-37 2-64 3-44 4-42 5-31 6-61 7-76 8-31 9-42 10-59 11-44 12-58 13-38 14-51 15-42 16-84 
1-70 2-79 3-50 4-54 5-49 6-36 7-69 8-50 9-57 10-66 11-42 12-63 13-36 14-41 15-38 16-28 
1-56 2-58 3-47 4-49 5-41 6-52 7-47 8-74 9-54 10-32 11-35 12-52 13-40 14-56 15-63 16-31 
1-24 2-31 3-50 4-33 5-70 6-22 7-50 8-53 9-20 10-17 11-58 12-63 13-66 14-28 15-58 16-54 
1-24 2-44 3-0 4-43 5-38 6-21 7-33 8-36 9-55 10-45 11-54 12-40 13-53 14-78 15-52 16-45 
1-47 2-29 3-28 4-31 5-41 6-60 7-30 8-63 9-8 10-40 11-22 12-51 13-65 14-41 15-79 16-45 
1-57 2-47 3-45 4-36 5-61 6-33 7-50 8-72 9-58 10-61 11-46 12-46 13-35 14-32 15-47 16-67 
1-55 2-40 3-46 4-48 5-50 6-60 7-41 8-26 9-61 10-57 11-69 12-32 13-30 14-44 15-45 16-40 
1-64 2-57 3-62 4-68 5-63 6-53 7-81 8-31 9-89 10-49 11-23 12-62 13-57 14-53 15-60 16-44 
1-64 2-35 3-49 4-45 5-75 6-40 7-32 8-56 9-10 10-45 11-71 12-56 13-54 14-40 15-45 16-58 
1-62 2-36 3-41 4-47 5-68 6-45 7-55 8-58 9-53 10-70 11-51 12-63 13-37 14-46 15-59 16-29 
1-67 2-77 3-42 4-62 5-31 6-67 7-73 8-27 9-58 10-73 11-56 12-63 13-37 14-63 15-47 16-31 
1-51 2-49 3-36 4-21 5-27 6-31 7-36 8-49 9-18 10-36 11-51 12-72 13-43 14-58 15-46 16-59 
1-35 2-59 3-54 4-40 5-51 6-41 7-69 8-65 9-53 10-58 11-40 12-58 13-25 14-54 15-66 16-57 
1-42 2-59 3-52 4-23 5-24 6-46 7-29 8-48 9-26 10-18 11-40 12-82 13-58 14-39 15-60 16-53 
1-76 2-94 3-40 4-26 5-70 6-35 7-29 8-56 9-14 10-47 11-49 12-37 13-40 14-32 15-59 16-35 
1-48 2-71 3-46 4-44 5-58 6-48 7-72 8-37 9-78 10-48 11-45 12-59 13-85 14-50 15-50 16-28 
1-50 2-65 3-56 4-69 5-55 6-38 7-80 8-61 9-27 10-60 11-70 12-77 13-45 14-36 15-42 16-53 
1-60 2-51 3-34 4-33 5-43 6-53 7-54 8-57 9-33 10-56 11-72 12-39 13-40 14-69 15-29 16-41 
1-46 2-57 3-56 4-60 5-56 6-38 7-41 8-68 9-64 10-49 11-57 12-45 13-60 14-36 15-64 16-62 
1-35 2-46 3-47 4-49 5-81 6-65 7-42 8-45 9-35 10-32 11-50 12-29 13-45 14-20 15-39 16-58 
1-43 2-43 3-23 4-27 5-54 6-47 7-57 8-39 9-47 10-15 11-57 12-78 13-50 14-45 15-41 16-87 
1-29 2-49 3-41 4-45 5-21 6-58 7-26 8-31 9-58 10-61 11-53 12-13 13-86 14-59 15-38 16-70 
1-52 2-40 3-35 4-54 5-63 6-52 7-48 8-48 9-46 10-32 11-45 12-67 13-53 14-57 15-46 16-66 
1-41 2-68 3-70 4-48 5-54 6-71 7-60 8-54 9-48 10-28 11-37 12-54 13-59 14-45 15-28 16-31 
1-29 2-85 3-34 4-48 5-49 6-39 7-71 8-38 9-49 10-69 11-56 12-37 13-68 14-46 15-54 16-61 
1-71 2-53 3-34 4-68 5-63 6-41 7-33 8-27 9-53 10-52 11-36 12-50 13-64 14-44 15-21 16-50 
1-78 2-57 3-53 4-76 5-36 6-37 7-32 8-68 9-46 10-66 11-24 12-64 13-52 14-20 15-52 16-26 
1-37 2-56 3-40 4-19 5-34 6-59 7-12 8-45 9-58 10-38 11-55 12-64 13-74 14-52 15-34 16-35 
1-37 2-55 3-43 4-45 5-59 6-47 7-53 8-45 9-54 10-57 11-60 12-41 13-27 14-52 15-38 16-58 
1-43 2-42 3-30 4-36 5-49 6-48 7-51 8-35 9-73 10-46 11-29 12-26 13-25 14-70 15-81 16-38 
1-49 2-56 3-89 4-72 5-47 6-73 7-52 8-43 9-64 10-61 11-53 12-32 13-32 14-53 15-66 16-64 
1-23 2-36 3-49 4-50 5-80 6-58 7-14 8-52 9-39 10-8 11-54 12-60 13-51 14-20 15-47 16-51 
1-39 2-33 3-42 4-57 5-18 6-65 7-56 8-64 9-68 10-35 11-46 12-40 13-56 14-60 15-75 16-46 
1-68 2-30 3-43 4-6 5-31 6-44 7-53 8-59 9-63 10-66 11-76 12-77 13-28 14-71 15-26 16-47 
1-47 2-61 3-10 4-50 5-69 6-72 7-34 8-27 9-62 10-70 11-52 12-12 13-40 14-55 15-58 16-19 
1-51 2-48 3-68 4-49 5-69 6-48 7-62 8-42 9-31 10-50 11-46 12-74 13-56 14-69 15-36 16-52 
1-34 2-49 3-32 4-63 5-35 6-74 7-68 8-27 9-67 10-43 11-54 12-92 13-45 14-70 15-52 16-64 
1-48 2-41 3-37 4-64 5-61 6-44 7-57 8-76 9-56 10-59 11-40 12-35 13-59 14-57 15-50 16-6 
1-37 2-81 3-48 4-53 5-62 6-68 7-61 8-42 9-81 10-39 11-66 12-24 13-41 14-57 15-39 16-27 
1-44 2-66 3-73 4-39 5-51 6-57 7-45 8-40 9-31 10-60 11-33 12-46 13-36 14-53 15-26 16-46 
1-48 2-64 3-51 4-61 5-51 6-63 7-38 8-9 9-46 10-47 11-39 12-51 13-22 14-63 15-56 16-62 
1-71 2-57 3-57 4-32 5-70 6-56 7-51 8-82 9-50 10-47 11-69 12-52 13-60 14-84 15-67 16-29 
1-80 2-56 3-56 4-49 5-43 6-6 7-40 8-43 9-31 10-69 11-52 12-58 13-49 14-17 15-21 16-30 
1-59 2-38 3-30 4-42 5-73 6-44 7-29 8-56 9-80 10-36 11-39 12-48 13-19 14-68 15-41 16-25 
1-50 2-65 3-34 4-71 5-82 6-35 7-43 8-40 9-44 10-50 11-22 12-32 13-44 14-73 15-58 16-71 
1-52 2-27 3-62 4-67 5-21 6-64 7-90 8-30 9-55 10-33 11-60 12-76 13-25 14-37 15-40 16-40 
1-54 2-35 3-65 4-66 5-90 6-43 7-70 8-38 9-50 10-55 11-52 12-38 13-62 14-42 15-54 16-37 
1-46 2-44 3-12 4-44 5-34 6-37 7-49 8-33 9-78 10-47 11-38 12-42 13-51 14-40 15-44 16-51 
1-60 2-37 3-63 4-58 5-51 6-61 7-55 8-8 9-67 10-55 11-49 12-53 13-39 14-14 15-63 16-36 
1-68 2-39 3-39 4-34 5-26 6-25 7-28 8-27 9-34 10-59 11-69 12-38 13-48 14-32 15-49 16-48 
1-52 2-24 3-46 4-27 5-37 6-26 7-32 8-42 9-61 10-40 11-59 12-41 13-28 14-33 15-38 16-48 
