2-32 6-17 11-50 16-23 23-37 28-71 34-72 36-33 39-66 46-49 53-66 56-63 59-33 63-41 69-41 77-64 85-40 86-61 90-35 93-51 98-47 110-57 116-70
2-51 3-56 10-37 17-50 23-42 28-48 34-40 36-40 39-48 46-38 53-39 56-75 59-75 63-38 68-35 78-61 85-29 86-37 90-23 93-61 98-26 110-14 116-35
1-10 3-36 11-44 16-41 24-50 29-38 34-86 36-71 39-19 45-40 52-79 56-31 61-59 66-36 69-78 79-72 85-67 86-80 90-52 95-33 101-55 110-49 116-53
2-48 3-31 10-46 17-86 23-19 28-26 34-74 36-44 39-61 41-24 53-63 56-52 59-79 63-46 67-65 76-79 85-64 86-40 90-55 93-70 98-36 110-59 116-40
2-78 3-35 11-24 17-70 23-70 28-26 34-48 36-63 39-51 41-46 53-41 56-61 59-34 63-73 67-38 78-50 85-67 86-57 90-71 93-47 98-58 110-69 116-54
1-61 3-62 11-31 16-0 24-89 29-40 34-31 36-61 39-76 45-53 52-39 56-54 61-66 66-59 71-54 80-68 85-48 86-41 90-44 95-70 101-48 111-50 116-19
1-24 3-66 11-15 18-47 24-55 30-31 34-1 37-94 38-29 41-49 52-64 56-42 59-57 63-44 67-54 76-39 85-49 86-12 90-61 93-18 99-34 107-27 116-10
2-33 3-33 11-68 16-48 23-16 28-38 34-72 36-35 39-42 46-63 53-4 56-51 59-60 63-48 67-50 76-63 85-71 86-12 90-35 93-32 98-15 110-49 116-39
2-39 6-60 11-75 16-58 23-43 28-70 34-71 36-46 39-52 43-44 53-44 56-78 59-52 63-23 69-41 78-74 85-25 86-45 90-68 93-67 99-61 111-37 116-25
2-47 3-39 11-26 16-41 23-18 28-56 34-86 36-51 39-46 46-52 53-52 56-60 59-54 63-54 67-62 77-34 85-60 86-44 90-48 93-67 99-42 110-25 116-36
2-53 3-50 10-25 16-77 23-67 28-53 34-70 36-52 39-67 44-48 53-45 56-55 59-50 63-43 67-51 77-48 85-32 86-50 90-56 93-64 98-23 111-46 116-61
2-40 3-73 10-52 16-64 23-41 28-17 34-45 36-68 39-41 41-46 53-37 56-49 59-87 63-48 67-31 78-47 85-57 86-51 90-48 93-88 99-61 110-46 116-20
2-28 6-56 11-59 16-63 23-30 28-42 34-49 36-68 39-49 41-69 53-43 56-52 59-59 63-24 68-44 78-39 85-33 86-28 90-55 93-43 99-41 111-71 116-29
2-37 3-61 11-46 16-51 23-72 28-39 34-57 36-41 39-73 44-26 53-89 56-67 59-15 63-49 67-66 77-34 85-39 86-50 90-46 93-32 99-45 111-57 116-89
2-62 3-31 11-58 17-51 23-38 28-31 34-41 36-66 39-44 43-31 53-45 56-21 59-63 63-36 68-40 77-33 85-63 86-47 90-35 93-69 98-36 110-59 116-51
2-47 3-31 11-46 13-57 23-65 28-42 34-24 36-31 39-52 44-77 53-52 56-29 59-35 63-16 67-51 76-63 85-61 86-29 90-42 93-61 98-44 111-53 116-60
2-53 3-53 10-47 13-62 23-69 28-50 34-64 36-45 39-54 46-22 53-60 56-27 59-27 63-48 69-48 78-32 85-14 86-35 90-40 93-63 98-42 110-22 116-51
2-47 6-38 11-64 13-34 23-26 28-19 34-4 36-61 39-49 43-49 53-57 56-59 59-34 63-78 67-18 78-62 85-36 86-66 90-57 93-16 98-21 111-24 116-69
2-39 6-37 11-72 13-50 23-47 28-52 34-55 36-53 39-14 46-50 53-51 56-40 59-47 63-36 69-50 76-64 85-78 86-48 90-66 93-20 99-32 110-49 116-37
2-49 6-44 11-36 16-43 23-63 28-61 34-71 36-51 39-45 41-32 53-80 56-50 59-64 63-52 69-29 78-61 85-32 86-49 90-43 93-75 98-19 111-23 116-95
2-46 3-52 11-64 16-44 23-49 28-71 34-37 36-69 39-39 43-25 53-51 56-59 59-29 63-23 67-25 78-32 85-51 86-33 90-72 93-52 98-36 111-37 116-54
2-19 3-49 10-40 13-52 23-60 28-53 34-24 36-49 39-61 46-60 53-39 56-54 59-55 63-37 69-47 77-48 85-72 86-84 90-51 93-71 99-57 110-70 116-42
2-49 3-40 10-54 17-14 23-30 28-14 34-51 36-50 39-55 44-60 53-49 56-61 59-91 63-55 69-20 78-62 85-38 86-50 90-49 93-51 99-62 110-35 116-56
2-46 6-33 11-0 13-49 23-60 28-51 34-40 36-13 39-39 46-20 53-51 56-54 59-42 63-52 69-36 78-64 85-47 86-29 90-59 93-41 99-40 110-54 116-55
2-72 3-38 10-58 16-56 23-21 28-37 34-46 36-57 39-42 41-27 53-67 56-48 59-57 63-51 69-59 76-48 85-65 86-30 90-39 93-50 99-36 110-33 116-32
2-22 3-51 10-82 13-41 23-8 28-50 34-24 36-53 39-26 46-49 53-61 56-83 59-62 63-32 69-46 78-57 85-42 86-68 90-59 93-47 98-20 111-70 116-79
1-43 3-42 11-34 15-34 24-39 30-29 34-49 36-59 38-70 42-59 52-59 56-48 59-79 63-54 67-58 76-56 85-29 86-41 90-116 93-54 98-72 110-46 116-53
2-49 6-60 11-68 13-37 23-26 28-69 34-59 36-61 39-39 46-55 53-58 56-49 59-21 63-57 67-59 77-68 85-62 86-52 90-49 93-56 98-40 111-29 116-37
2-49 3-82 10-51 17-42 23-41 28-64 34-37 36-9 39-42 44-18 53-65 56-42 59-38 63-42 69-63 76-68 85-67 86-70 90-86 93-43 99-45 110-33 116-46
2-45 3-51 10-74 13-67 23-32 28-48 34-43 36-31 39-49 41-33 53-36 56-44 59-30 63-63 68-30 78-52 85-51 86-20 90-44 93-50 99-77 111-52 116-52
2-71 6-72 11-32 16-81 23-47 28-56 34-53 36-58 39-45 41-66 53-76 56-38 59-47 63-37 69-31 77-74 85-81 86-61 90-43 93-77 98-67 110-66 116-69
2-77 3-49 11-64 17-60 23-61 28-77 34-88 36-57 39-25 44-64 53-22 56-40 59-25 63-48 67-36 77-63 85-37 86-17 90-32 93-46 98-44 111-50 116-32
1-65 3-10 11-59 16-57 24-32 29-17 34-63 36-51 39-29 43-48 52-54 56-46 61-56 66-48 71-39 77-71 85-51 86-41 90-50 95-53 101-43 111-48 116-37
2-62 3-56 10-42 17-48 23-42 28-78 34-43 36-67 39-34 41-62 53-49 56-48 59-44 63-53 67-49 77-56 85-66 86-61 90-30 93-84 98-25 111-65 116-38
2-64 6-60 11-33 16-51 23-34 28-42 34-49 36-36 39-51 43-31 53-30 56-47 59-26 63-31 68-36 78-51 85-44 86-65 90-59 93-64 99-51 110-39 116-64
2-47 6-54 10-30 17-44 23-66 28-58 34-87 36-53 39-37 44-31 53-44 56-32 59-20 63-65 67-35 76-33 85-47 86-57 90-36 93-51 98-43 110-76 116-25
2-50 3-49 11-24 17-16 23-54 28-54 34-39 36-52 39-66 43-73 53-58 56-47 59-44 63-37 69-64 77-18 85-34 86-51 90-41 93-42 99-79 110-61 116-32
1-30 3-42 11-40 16-59 24-47 29-52 34-49 36-37 39-66 43-51 52-60 56-38 61-13 66-52 71-61 77-50 85-44 86-69 90-63 95-67 101-60 110-66 114-42
2-56 3-29 10-49 13-71 23-56 28-73 34-48 36-55 39-26 44-44 53-38 56-49 59-64 63-47 67-41 78-70 85-43 86-56 90-26 93-47 99-55 111-37 116-53
2-55 3-30 10-56 13-39 23-55 28-52 34-84 36-63 39-33 43-49 53-49 56-55 59-67 63-42 68-39 77-53 85-68 86-13 90-31 93-41 98-50 110-62 116-48
2-58 3-72 10-61 13-40 23-47 28-42 34-60 36-56 39-55 43-52 53-70 56-61 59-24 63-39 68-45 76-36 85-60 86-77 90-32 93-9 98-52 110-41 116-57
2-36 3-18 10-29 13-40 23-60 28-42 34-26 36-53 39-47 41-41 53-81 56-59 59-56 63-31 67-46 76-18 85-46 86-56 90-47 93-42 98-43 111-64 116-27
2-38 3-56 10-47 16-67 23-62 28-38 34-47 36-81 39-42 46-54 53-55 56-22 59-57 63-65 67-37 78-66 85-25 86-50 90-64 93-31 99-71 111-20 116-51
2-22 3-55 10-30 13-42 23-31 28-55 34-35 36-47 39-73 41-38 53-39 56-39 59-53 63-32 67-64 78-19 85-37 86-43 90-41 93-43 98-61 111-56 116-60
2-37 3-50 11-44 16-54 23-44 28-42 34-44 36-40 39-70 43-63 53-95 56-43 59-44 63-44 68-22 78-51 85-57 86-17 90-36 93-85 98-67 111-35 116-63
2-23 3-49 10-43 17-67 23-47 28-26 34-56 36-44 39-39 41-37 53-29 56-53 59-45 63-47 69-41 77-44 85-71 86-47 90-36 93-63 98-46 111-58 116-58
2-56 3-61 10-53 17-49 23-67 28-55 34-36 36-74 39-36 41-16 53-44 56-43 59-49 63-57 69-58 76-49 85-17 86-79 90-95 93-68 98-14 110-33 116-57
2-9 3-63 10-34 16-44 23-41 28-29 34-50 36-59 39-39 43-62 53-44 56-69 59-50 63-20 69-49 78-39 85-57 86-66 90-44 93-18 99-60 110-74 116-56
2-46 6-57 11-47 17-48 23-44 28-52 34-59 36-48 39-46 41-60 53-51 56-29 59-46 63-49 67-69 78-44 85-59 86-33 90-64 93-66 99-54 110-23 116-55
2-28 6-37 11-65 13-37 23-63 28-61 34-46 36-50 39-37 41-57 53-48 56-52 59-62 63-61 69-39 77-41 85-42 86-53 90-55 93-38 98-30 110-50 116-73
2-13 6-31 11-52 13-81 23-40 28-49 34-28 36-52 39-55 44-57 53-66 56-37 59-46 63-34 67-51 78-44 85-42 86-35 90-71 93-37 99-75 110-5 116-44
2-34 3-49 10-62 16-57 23-58 28-38 34-43 36-56 39-10 43-33 53-52 56-37 59-51 63-29 69-37 77-69 85-37 86-43 90-35 93-43 99-58 110-35 116-26
2-40 3-56 10-24 16-62 23-22 28-35 34-41 36-63 39-20 44-30 53-23 56-79 59-49 63-51 69-42 78-41 85-52 86-51 90-37 93-80 99-38 111-69 116-37
2-88 3-42 11-60 17-56 23-38 28-59 34-32 36-65 39-47 46-38 53-44 56-65 59-44 63-50 69-34 78-28 85-55 86-50 90-52 93-41 98-70 110-43 116-27
2-83 6-57 11-37 13-71 23-55 28-68 34-47 36-43 39-72 44-52 53-66 56-62 59-25 63-50 68-55 78-38 85-53 86-44 90-51 93-63 99-51 110-32 116-49
2-37 6-58 11-40 13-63 23-67 28-37 34-79 36-36 39-52 43-39 53-40 56-52 59-43 63-28 69-48 78-63 85-29 86-19 90-50 93-27 99-27 110-58 116-34
2-40 3-42 10-62 17-45 23-53 28-67 34-35 36-29 39-37 43-33 53-47 56-44 59-27 63-29 68-18 77-25 85-57 86-32 90-34 93-41 98-42 111-38 116-52
2-55 3-30 10-61 13-42 23-54 28-63 34-50 36-34 39-26 41-32 53-40 56-64 59-55 63-50 69-57 76-65 85-42 86-49 90-57 93-60 99-57 110-25 116-43
2-41 6-37 11-57 13-57 23-42 28-24 34-65 36-66 39-45 43-42 53-43 56-55 59-16 63-50 67-70 76-45 85-76 86-42 90-17 93-76 98-69 111-41 116-62
2-49 6-14 11-42 13-23 23-15 28-39 34-61 36-43 39-49 44-70 53-64 56-23 59-37 63-55 69-41 77-48 85-25 86-64 90-40 93-36 99-37 110-57 116-73
1-51 3-28 11-56 16-62 24-56 29-57 34-34 36-24 39-35 42-17 52-12 56-52 61-48 66-52 71-52 80-24 85-41 86-38 90-33 95-62 101-48 110-18 117-40
2-69 3-45 11-42 16-22 23-55 28-41 34-54 36-19 39-53 41-27 53-55 56-49 59-56 63-44 67-47 76-30 85-68 86-51 90-60 93-46 98-26 111-55 116-36
2-43 3-40 10-32 13-56 23-45 28-28 34-60 36-43 39-70 44-64 53-30 56-70 59-56 63-57 68-64 78-46 85-67 86-48 90-71 93-37 99-49 111-32 116-34
2-66 3-57 11-49 16-58 23-52 28-86 34-76 36-80 39-53 41-47 53-40 56-26 59-49 63-49 67-57 78-32 85-64 86-62 90-67 93-47 99-31 111-47 116-65
2-49 3-57 11-43 16-35 23-53 28-59 34-37 36-25 39-63 41-54 53-39 56-73 59-30 63-69 69-40 77-46 85-68 86-53 90-61 93-47 99-27 111-64 116-35
2-43 3-53 10-52 16-55 23-57 28-18 34-59 36-30 39-64 44-64 53-51 56-42 59-21 63-54 68-41 76-43 85-57 86-24 90-31 93-44 98-32 110-74 116-56
2-24 6-66 11-64 13-43 23-48 28-49 34-48 36-17 39-69 46-24 53-48 56-48 59-61 63-40 67-39 76-35 85-49 86-60 90-18 93-71 98-30 111-30 116-37
2-44 6-76 11-68 16-58 23-49 28-57 34-43 36-67 39-74 41-50 53-55 56-51 59-57 63-24 68-50 78-44 85-58 86-26 90-31 93-52 98-17 111-25 116-54
2-24 3-56 10-49 13-49 23-76 28-59 34-34 36-19 39-58 41-49 53-48 56-56 59-24 63-40 69-40 78-32 85-70 86-39 90-33 93-38 98-56 110-46 116-11
2-47 3-55 11-70 17-66 23-47 28-24 34-41 36-63 39-13 44-74 53-52 56-25 59-42 63-47 69-62 76-50 85-66 86-61 90-36 93-52 98-63 111-38 116-71
2-43 6-35 11-51 13-32 23-65 28-56 34-47 36-28 39-56 41-69 53-77 56-30 59-43 63-52 68-82 76-51 85-62 86-31 90-47 93-27 99-58 110-70 116-53
1-50 3-55 11-36 16-19 24-68 29-39 34-65 36-73 39-50 42-71 52-32 56-59 61-40 66-51 69-60 80-51 85-25 86-48 90-64 95-76 101-38 110-44 117-39
2-67 3-37 11-61 17-53 23-54 28-50 34-27 36-74 39-59 43-41 53-43 56-49 59-29 63-70 69-28 76-79 85-46 86-48 90-65 93-35 99-43 110-55 116-60
2-20 6-56 11-36 13-40 23-63 28-64 34-31 36-27 39-67 41-71 53-50 56-43 59-57 63-78 68-72 78-27 85-58 86-39 90-35 93-72 99-78 110-47 116-67
2-77 3-54 11-88 17-48 23-50 28-43 34-36 36-42 39-27 41-29 53-63 56-23 59-44 63-72 67-33 77-65 85-61 86-56 90-37 93-58 98-64 111-80 116-64
2-68 3-22 11-56 17-32 23-34 28-46 34-73 36-63 39-76 41-56 53-49 56-83 59-52 63-64 67-67 78-32 85-70 86-35 90-69 93-81 99-54 110-30 116-49
2-28 3-67 10-43 17-34 23-39 28-37 34-66 36-55 39-40 43-28 53-47 56-49 59-39 63-31 69-60 77-79 85-62 86-59 90-47 93-45 98-34 111-31 116-53
2-75 6-36 10-30 16-69 23-35 28-72 34-65 36-30 39-69 44-84 53-45 56-49 59-66 63-38 69-56 76-37 85-46 86-41 90-73 93-46 99-45 110-65 116-42
2-26 6-65 11-52 13-52 23-28 28-53 34-29 36-48 39-31 46-41 53-54 56-41 59-30 63-36 67-33 78-71 85-47 86-23 90-30 93-45 99-73 111-54 116-60
2-38 3-28 11-36 16-70 23-50 28-30 34-41 36-53 39-32 41-55 53-52 56-49 59-70 63-53 68-51 78-36 85-40 86-65 90-32 93-41 99-58 111-48 116-39
2-31 6-65 11-71 16-56 23-53 28-33 34-50 36-43 39-58 43-47 53-53 56-57 59-24 63-46 69-31 78-81 85-41 86-88 90-73 93-48 98-64 110-57 116-54
2-49 3-46 10-38 13-27 23-52 28-35 34-64 36-43 39-68 44-45 53-36 56-38 59-39 63-27 67-36 77-43 85-38 86-52 90-63 93-40 98-29 111-54 116-38
2-53 3-42 10-27 16-50 23-45 28-12 34-70 36-71 39-23 43-18 53-37 56-45 59-48 63-60 67-66 76-29 85-37 86-9 90-65 93-38 99-52 111-75 116-12
2-63 3-35 10-72 16-22 23-25 28-44 34-21 36-30 39-52 46-45 53-54 56-69 59-54 63-26 68-21 76-54 85-72 86-23 90-39 93-26 99-60 111-71 116-54
2-89 3-54 11-37 13-43 23-57 28-52 34-60 36-75 39-42 44-28 53-7 56-69 59-50 63-62 67-30 76-25 85-39 86-67 90-50 93-27 99-45 111-26 116-49
2-60 3-56 10-55 17-60 23-36 28-49 34-60 36-43 39-47 43-37 53-40 56-69 59-58 63-62 68-73 78-66 85-51 86-39 90-28 93-49 98-55 111-58 116-59
2-44 6-57 11-59 13-50 23-25 28-64 34-19 36-36 39-62 46-51 53-22 56-60 59-58 63-58 68-45 78-50 85-65 86-49 90-36 93-47 99-50 110-33 116-33
2-44 3-31 10-63 17-47 23-30 28-45 34-36 36-37 39-57 41-19 53-52 56-69 59-0 63-46 69-45 77-75 85-36 86-27 90-31 93-35 99-44 110-74 116-43
2-43 3-22 11-81 13-42 23-61 28-50 34-18 36-45 39-25 41-43 53-49 56-32 59-37 63-58 67-42 78-62 85-37 86-82 90-33 93-57 99-78 111-48 116-49
2-33 6-56 11-31 13-68 23-59 28-51 34-69 36-39 39-69 46-34 53-36 56-45 59-53 63-31 69-47 78-58 85-38 86-19 90-29 93-62 98-74 111-36 116-39
2-39 3-71 10-41 17-74 23-35 28-49 34-54 36-41 39-32 43-51 53-36 56-54 59-45 63-48 68-60 78-18 85-43 86-39 90-67 93-60 99-28 110-60 116-59
2-56 3-50 11-45 16-65 23-36 28-58 34-67 36-50 39-43 44-45 53-60 56-23 59-62 63-44 67-57 78-41 85-41 86-62 90-61 93-55 99-24 110-54 116-37
2-71 3-31 10-27 13-58 23-36 28-75 34-53 36-85 39-71 43-31 53-49 56-84 59-46 63-64 67-48 76-40 85-58 86-58 90-80 93-52 99-22 110-29 116-109
1-65 3-51 11-47 16-54 24-34 30-56 34-66 36-58 38-51 42-48 52-38 56-47 59-51 63-70 67-28 76-61 85-25 86-78 90-24 93-54 99-98 110-37 116-32
2-44 6-53 11-47 16-62 23-49 28-57 34-36 36-22 39-60 41-20 53-35 56-50 59-73 63-64 69-24 77-18 85-38 86-44 90-47 93-46 99-74 110-53 116-38
2-62 3-78 11-58 13-41 23-47 28-33 34-31 36-54 39-28 44-58 53-63 56-42 59-60 63-49 68-30 78-43 85-55 86-42 90-54 93-44 99-17 111-20 116-45
2-81 6-36 9-29 13-62 24-58 28-69 34-65 37-48 39-48 43-54 53-74 54-42 59-45 64-68 67-35 76-57 85-17 86-68 90-35 94-24 98-60 109-106 114-15
2-39 6-58 11-51 13-34 23-29 28-46 34-21 36-41 39-58 44-53 53-45 56-69 59-18 63-47 68-34 76-37 85-59 86-31 90-65 93-31 99-48 110-50 116-50
2-51 3-58 10-52 16-35 23-49 28-33 34-54 36-33 39-0 41-48 53-65 56-70 59-49 63-42 69-18 76-30 85-39 86-46 90-23 93-35 99-48 111-54 116-48
2-68 6-36 10-55 16-55 23-67 28-41 34-34 36-40 39-5 44-59 53-56 56-43 59-75 63-56 68-69 78-41 85-27 86-53 90-54 93-67 99-53 110-50 116-44
2-40 3-65 10-38 16-56 23-70 28-60 34-37 36-47 39-62 44-42 53-51 56-55 59-39 63-34 67-68 76-67 85-39 86-43 90-63 93-68 99-51 110-23 116-49
2-52 6-47 10-56 17-38 23-80 28-91 34-67 36-52 39-50 43-20 53-46 56-61 59-55 63-69 69-61 78-55 85-54 86-47 90-43 93-44 99-32 110-76 116-44
2-81 3-65 10-60 16-75 23-21 28-45 34-67 36-39 39-69 41-28 53-53 56-56 59-35 63-62 69-66 78-17 85-52 86-23 90-37 93-53 99-82 111-31 116-50
2-85 3-45 11-36 16-53 23-31 28-62 34-48 36-77 39-46 41-37 53-27 56-33 59-34 63-58 69-37 78-50 85-27 86-29 90-61 93-48 99-63 110-34 116-48
2-47 6-73 11-44 16-60 23-52 28-48 34-60 36-48 39-42 41-43 53-46 56-50 59-50 63-76 69-38 78-62 85-40 86-46 90-37 93-50 99-56 110-53 116-35
2-43 3-57 10-13 13-50 23-15 28-52 34-60 36-48 39-81 43-51 53-20 56-60 59-55 63-43 68-24 78-54 85-57 86-39 90-17 93-44 98-41 110-37 116-53
2-43 6-2 11-50 13-54 23-32 28-31 34-66 36-0 39-40 46-60 53-76 56-50 59-84 63-86 68-47 78-33 85-65 86-45 90-58 93-35 98-79 111-55 116-44
2-58 3-57 10-58 17-43 23-59 28-60 34-25 36-47 39-47 43-85 53-28 56-28 59-43 63-33 69-20 76-82 85-29 86-80 90-64 93-29 99-39 110-58 116-17
2-28 3-62 10-62 17-27 23-66 28-61 34-65 36-66 39-73 44-54 53-31 56-36 59-33 63-39 67-37 76-19 85-64 86-46 90-45 93-35 98-41 110-67 116-82
2-70 6-18 10-70 13-28 23-43 28-46 34-44 36-56 39-23 46-29 53-44 56-58 59-42 63-63 68-47 78-44 85-28 86-52 90-50 93-46 98-42 110-61 116-15
2-34 3-62 10-43 13-48 23-73 28-53 34-30 36-65 39-26 44-54 53-53 56-24 59-40 63-72 69-76 77-91 85-54 86-41 90-70 93-65 99-65 111-32 116-47
2-53 3-19 11-26 16-39 23-45 28-50 34-46 36-59 39-34 46-43 53-28 56-65 59-48 63-36 68-38 76-48 85-47 86-66 90-46 93-27 99-58 111-51 116-60
2-54 6-84 11-42 16-33 23-47 28-38 34-32 36-57 39-38 43-46 53-32 56-44 59-35 63-25 68-29 77-36 85-36 86-75 90-37 93-52 98-54 111-42 116-41
2-81 6-45 11-13 15-42 24-44 28-62 34-49 37-77 39-48 45-57 53-40 54-54 59-62 64-92 67-60 76-16 85-82 86-59 90-94 94-45 98-78 107-58 114-68
2-89 3-42 10-27 13-58 23-63 28-72 34-50 36-21 39-59 43-40 53-49 56-65 59-28 63-13 67-68 78-51 85-59 86-33 90-56 93-30 99-65 110-55 116-38
2-41 3-25 11-67 16-61 23-30 28-58 34-39 36-61 39-52 46-48 53-43 56-36 59-54 63-35 68-60 78-37 85-28 86-46 90-43 93-44 98-64 111-43 116-51
2-68 6-46 10-34 17-78 23-51 28-43 34-62 36-46 39-47 41-75 53-54 56-58 59-84 63-36 69-80 78-44 85-51 86-29 90-78 93-35 99-50 111-65 116-54
2-60 3-68 11-42 17-37 23-73 28-39 34-74 36-58 39-60 44-56 53-43 56-69 59-54 63-72 68-38 78-42 85-21 86-35 90-37 93-41 98-26 110-51 116-26
2-69 3-8 10-46 13-36 23-40 28-58 34-46 36-32 39-32 46-66 53-28 56-6 59-73 63-55 68-51 78-31 85-36 86-95 90-43 93-42 99-64 111-49 116-61
2-57 6-57 10-57 13-60 23-76 28-43 34-85 36-79 39-40 44-52 53-4 56-40 59-49 63-44 69-50 76-49 85-65 86-70 90-28 93-41 98-53 111-49 116-45
2-54 3-35 10-39 16-55 23-51 28-77 34-59 36-56 39-41 43-61 53-48 56-64 59-56 63-71 69-37 78-67 85-46 86-40 90-63 93-33 98-17 110-36 116-36
2-65 6-45 11-42 13-37 23-76 28-70 34-42 36-53 39-35 44-44 53-69 56-15 59-61 63-49 67-49 76-38 85-53 86-54 90-15 93-86 98-46 110-22 116-36
2-32 3-40 10-68 17-74 23-45 28-68 34-64 36-37 39-49 46-59 53-53 56-54 59-46 63-58 67-50 76-47 85-50 86-68 90-57 93-56 98-61 111-50 116-68
2-76 3-44 10-53 17-45 23-52 28-70 34-44 36-49 39-60 43-61 53-42 56-20 59-41 63-30 68-54 78-50 85-36 86-22 90-63 93-47 98-68 110-47 116-64
2-50 3-78 10-58 17-27 23-70 28-41 34-55 36-61 39-55 44-75 53-38 56-64 59-54 63-45 69-39 76-66 85-50 86-43 90-43 93-34 98-92 110-74 116-89
2-59 3-45 11-46 17-23 23-97 28-23 34-49 36-30 39-21 44-62 53-11 56-13 59-50 63-42 69-54 76-32 85-45 86-31 90-47 93-70 99-32 111-62 116-52
2-67 3-47 11-54 17-43 23-55 28-38 34-49 36-61 39-62 43-48 53-42 56-40 59-67 63-30 68-36 76-33 85-46 86-51 90-47 93-72 99-59 110-53 116-44
2-32 3-74 11-76 17-44 23-52 28-35 34-48 36-35 39-30 43-42 53-36 56-66 59-50 63-22 68-32 78-38 85-44 86-55 90-42 93-46 99-35 110-35 116-18
2-45 6-20 11-51 13-22 23-47 28-20 34-62 36-45 39-43 43-36 53-44 56-62 59-27 63-56 68-32 77-48 85-17 86-41 90-51 93-58 99-69 111-19 116-52
2-59 3-29 11-54 16-36 23-49 28-63 34-40 36-44 39-24 41-55 53-54 56-47 59-55 63-86 68-18 77-31 85-62 86-55 90-40 93-50 98-45 110-43 116-56
2-54 3-74 11-58 16-28 23-66 28-43 34-82 36-50 39-43 43-59 53-37 56-48 59-44 63-47 69-42 76-53 85-71 86-36 90-38 93-16 98-56 110-43 116-60
2-26 3-34 10-64 16-54 23-62 28-36 34-44 36-68 39-50 46-37 53-65 56-64 59-26 63-46 69-57 78-61 85-55 86-39 90-27 93-47 98-60 111-55 116-37
2-45 3-54 10-46 13-20 23-37 28-49 34-73 36-61 39-69 41-63 53-38 56-48 59-58 63-62 67-47 78-68 85-22 86-52 90-51 93-62 99-36 110-51 116-39
2-56 3-57 11-38 17-26 23-38 28-23 34-75 36-8 39-53 41-43 53-41 56-45 59-29 63-65 68-33 78-69 85-25 86-77 90-75 93-51 98-60 111-31 116-50
2-30 3-46 11-65 17-38 23-19 28-42 34-49 36-36 39-47 44-71 53-58 56-34 59-57 63-42 68-59 78-59 85-52 86-51 90-29 93-21 99-68 111-68 116-40
2-40 3-40 11-23 16-50 23-28 28-31 34-55 36-44 39-51 46-61 53-43 56-38 59-57 63-56 68-41 77-53 85-53 86-69 90-52 93-54 99-46 111-24 116-57
2-48 3-56 11-43 17-48 23-68 28-46 34-26 36-63 39-44 44-42 53-65 56-42 59-16 63-35 69-49 77-42 85-47 86-61 90-65 93-63 99-60 110-50 116-68
2-69 6-53 11-26 13-37 23-34 28-55 34-46 36-65 39-49 41-44 53-39 56-57 59-46 63-50 69-47 76-69 85-28 86-77 90-42 93-49 99-69 111-58 116-58
2-55 3-45 11-46 17-78 23-64 28-64 34-56 36-57 39-66 43-65 53-28 56-58 59-67 63-38 69-43 78-14 85-37 86-39 90-41 93-64 99-63 110-50 116-42
2-66 6-23 11-28 13-37 23-52 28-33 34-75 36-23 39-59 44-46 53-62 56-52 59-39 63-63 67-11 77-48 85-41 86-36 90-43 93-72 99-45 111-64 116-62
2-56 6-59 11-14 13-62 23-44 28-60 34-59 36-83 39-45 44-33 53-41 56-58 59-47 63-17 68-34 78-46 85-75 86-28 90-29 93-80 98-38 110-26 116-73
2-40 6-77 11-39 13-38 23-69 28-38 34-59 36-78 39-49 46-49 53-46 56-57 59-52 63-72 69-59 77-51 85-44 86-36 90-47 93-38 98-31 110-56 116-51
2-40 3-49 11-51 16-17 23-56 28-68 34-62 36-53 39-25 41-44 53-41 56-41 59-64 63-38 67-47 77-16 85-54 86-61 90-57 93-58 98-34 110-83 116-36
2-47 3-41 11-19 17-59 23-63 28-67 34-55 36-60 39-61 46-41 53-39 56-79 59-47 63-55 69-37 77-50 85-52 86-70 90-59 93-61 99-41 110-57 116-52
2-58 3-10 10-28 17-52 23-50 28-62 34-39 36-70 39-56 46-42 53-49 56-78 59-74 63-56 69-48 76-44 85-46 86-55 90-63 93-55 99-60 111-27 116-57
2-64 6-71 11-42 16-41 23-32 28-50 34-43 36-56 39-66 41-43 53-32 56-44 59-62 63-86 69-44 77-40 85-56 86-26 90-47 93-30 98-53 111-49 116-87
2-49 6-48 11-48 13-83 23-53 28-29 34-78 36-46 39-53 43-49 53-50 56-49 59-40 63-56 69-49 77-52 85-70 86-16 90-43 93-61 99-68 110-23 116-71
2-57 3-32 10-34 13-50 23-70 28-43 34-56 36-71 39-37 41-67 53-50 56-30 59-75 63-69 68-33 77-43 85-44 86-39 90-60 93-10 99-24 111-68 116-53
2-32 6-46 11-34 13-35 23-24 28-48 34-55 36-56 39-52 46-52 53-45 56-51 59-47 63-44 69-54 78-37 85-57 86-71 90-55 93-46 98-47 110-35 116-56
1-16 3-63 11-62 18-60 24-46 30-64 34-52 36-42 38-55 43-43 52-21 56-25 59-61 63-58 67-49 76-32 85-58 86-39 90-53 93-18 99-69 110-63 116-71
2-62 3-38 11-23 17-26 23-78 28-14 34-48 36-21 39-36 43-39 53-21 56-74 59-47 63-27 67-52 76-24 85-46 86-58 90-54 93-48 98-82 111-30 116-32
2-85 3-20 11-34 13-54 23-61 28-51 34-24 36-31 39-43 44-64 53-67 56-64 59-54 63-56 67-71 76-83 85-36 86-42 90-57 93-44 99-38 110-46 116-56
