1-40 2-35 3-58 4-19 
1-31 2-27 3-47 4-42 
1-39 2-43 3-34 4-58 
1-61 2-47 3-54 4-41 
1-36 2-41 3-48 4-32 
1-65 2-34 3-41 4-46 
1-78 2-31 3-45 4-42 
1-62 2-55 3-37 4-56 
1-40 2-42 3-67 4-41 
1-61 2-39 3-34 4-28 
1-61 2-36 3-35 4-91 
1-80 2-62 3-54 4-39 
1-51 2-73 3-61 4-75 
1-56 2-45 3-43 4-62 
1-48 2-32 3-43 4-42 
1-61 2-57 3-51 4-46 
1-53 2-57 3-52 4-51 
1-47 2-26 3-42 4-49 
1-42 2-50 3-47 4-79 
1-70 2-63 3-54 4-48 
1-66 2-59 3-46 4-35 
1-39 2-35 3-25 4-42 
1-35 2-38 3-57 4-79 
1-28 2-49 3-37 4-28 
1-75 2-55 3-52 4-69 
1-73 2-76 3-28 4-26 
1-61 2-50 3-54 4-37 
1-35 2-32 3-44 4-98 
1-33 2-68 3-45 4-46 
1-59 2-59 3-50 4-41 
1-31 2-22 3-74 4-63 
1-48 2-49 3-42 4-78 
1-54 2-62 3-56 4-44 
1-22 2-49 3-38 4-37 
1-43 2-64 3-3 4-34 
1-43 2-35 3-42 4-77 
1-21 2-43 3-69 4-52 
1-53 2-60 3-45 4-42 
1-32 2-43 3-48 4-41 
1-42 2-39 3-64 4-35 
1-52 2-73 3-23 4-13 
1-14 2-32 3-51 4-25 
1-39 2-68 3-21 4-29 
1-78 2-58 3-42 4-62 
1-48 2-33 3-45 4-80 
1-49 2-41 3-64 4-51 
1-62 2-56 3-48 4-41 
1-48 2-60 3-56 4-50 
1-42 2-82 3-65 4-51 
1-43 2-32 3-31 4-63 
1-26 2-14 3-35 4-62 
1-67 2-34 3-34 4-30 
1-39 2-62 3-46 4-21 
1-55 2-51 3-67 4-61 
1-50 2-48 3-36 4-48 
1-21 2-43 3-46 4-34 
1-27 2-40 3-41 4-54 
1-42 2-52 3-27 4-52 
1-67 2-51 3-51 4-19 
1-55 2-49 3-14 4-40 
1-44 2-89 3-56 4-28 
1-30 2-45 3-56 4-64 
1-53 2-52 3-65 4-37 
1-52 2-40 3-19 4-22 
1-51 2-53 3-28 4-34 
1-45 2-35 3-43 4-66 
1-50 2-34 3-51 4-59 
1-30 2-31 3-29 4-46 
1-49 2-56 3-40 4-75 
1-59 2-45 3-63 4-62 
1-39 2-61 3-56 4-56 
1-49 2-56 3-54 4-69 
1-53 2-64 3-33 4-49 
1-16 2-47 3-39 4-32 
1-68 2-35 3-12 4-60 
1-69 2-56 3-67 4-59 
1-53 2-39 3-37 4-51 
1-74 2-48 3-29 4-49 
1-48 2-47 3-47 4-59 
1-52 2-38 3-52 4-43 
1-29 2-29 3-52 4-64 
1-53 2-39 3-43 4-38 
1-38 2-62 3-64 4-48 
1-50 2-40 3-47 4-38 
1-42 2-39 3-52 4-38 
1-46 2-65 3-31 4-65 
1-46 2-68 3-38 4-37 
1-58 2-29 3-48 4-42 
1-35 2-38 3-46 4-61 
1-82 2-28 3-61 4-41 
1-58 2-48 3-61 4-43 
1-76 2-16 3-38 4-68 
1-67 2-27 3-68 4-57 
1-42 2-45 3-39 4-46 
1-64 2-49 3-47 4-74 
1-22 2-60 3-70 4-51 
1-57 2-37 3-81 4-52 
1-45 2-49 3-70 4-43 
1-32 2-26 3-45 4-66 
1-52 2-50 3-60 4-47 
1-66 2-50 3-66 4-75 
1-38 2-41 3-32 4-55 
1-52 2-23 3-65 4-60 
1-61 2-54 3-43 4-42 
1-51 2-27 3-42 4-55 
1-37 2-40 3-59 4-41 
1-15 2-61 3-41 4-73 
1-33 2-80 3-60 4-41 
1-57 2-41 3-39 4-67 
1-48 2-40 3-64 4-42 
1-19 2-26 3-52 4-35 
1-52 2-25 3-53 4-38 
1-62 2-70 3-29 4-47 
1-74 2-49 3-57 4-82 
1-77 2-48 3-78 4-32 
1-36 2-52 3-55 4-43 
1-59 2-36 3-89 4-37 
1-17 2-46 3-84 4-9 
1-72 2-71 3-30 4-55 
1-26 2-48 3-65 4-56 
1-27 2-45 3-27 4-60 
1-33 2-71 3-44 4-37 
1-43 2-56 3-55 4-24 
1-51 2-48 3-49 4-68 
1-62 2-30 3-82 4-24 
1-82 2-50 3-87 4-81 
1-41 2-63 3-64 4-49 
1-59 2-49 3-64 4-52 
1-41 2-46 3-57 4-77 
1-32 2-40 3-75 4-35 
1-53 2-43 3-42 4-71 
1-43 2-76 3-15 4-45 
1-65 2-59 3-57 4-39 
1-64 2-41 3-55 4-53 
1-55 2-46 3-69 4-42 
1-58 2-56 3-18 4-53 
1-43 2-42 3-51 4-18 
1-46 2-55 3-43 4-65 
1-24 2-66 3-50 4-66 
1-60 2-45 3-23 4-43 
1-47 2-40 3-43 4-52 
1-57 2-59 3-51 4-60 
1-65 2-58 3-34 4-34 
1-26 2-37 3-38 4-44 
1-54 2-60 3-70 4-65 
1-57 2-42 3-56 4-70 
1-35 2-60 3-62 4-47 
1-42 2-73 3-58 4-58 
1-46 2-37 3-39 4-29 
1-35 2-55 3-41 4-60 
1-50 2-38 3-26 4-51 
1-53 2-68 3-45 4-46 
1-67 2-33 3-44 4-53 
1-42 2-19 3-40 4-71 
1-41 2-46 3-40 4-66 
1-32 2-50 3-38 4-41 
1-43 2-45 3-12 4-25 
1-28 2-56 3-48 4-70 
1-56 2-69 3-63 4-35 
1-59 2-30 3-40 4-41 
1-34 2-28 3-50 4-56 
1-28 2-62 3-18 4-37 
1-45 2-47 3-53 4-24 
1-29 2-30 3-64 4-68 
1-38 2-37 3-65 4-49 
1-59 2-65 3-30 4-51 
1-38 2-45 3-43 4-39 
1-38 2-48 3-41 4-46 
1-47 2-62 3-46 4-31 
1-37 2-29 3-67 4-62 
1-56 2-44 3-51 4-77 
1-39 2-69 3-6 4-39 
1-49 2-50 3-50 4-65 
1-41 2-51 3-48 4-60 
1-54 2-71 3-73 4-29 
1-79 2-35 3-42 4-42 
1-57 2-77 3-50 4-34 
1-58 2-43 3-44 4-22 
1-20 2-65 3-54 4-31 
1-77 2-68 3-46 4-26 
1-82 2-62 3-50 4-84 
1-23 2-46 3-48 4-52 
1-49 2-68 3-68 4-88 
1-44 2-38 3-58 4-56 
1-41 2-34 3-62 4-37 
1-33 2-55 3-50 4-59 
1-48 2-26 3-40 4-50 
1-20 2-47 3-47 4-41 
1-27 2-80 3-48 4-45 
1-55 2-46 3-53 4-42 
1-42 2-49 3-34 4-58 
1-54 2-30 3-45 4-42 
1-52 2-41 3-44 4-60 
1-39 2-49 3-76 4-79 
1-55 2-44 3-45 4-48 
1-35 2-71 3-49 4-38 
1-53 2-44 3-23 4-36 
1-68 2-23 3-76 4-58 
1-19 2-37 3-74 4-40 
1-66 2-60 3-52 4-39 
1-30 2-40 3-77 4-44 
1-42 2-36 3-44 4-53 
1-63 2-41 3-46 4-52 
1-49 2-54 3-53 4-27 
1-55 2-44 3-31 4-36 
1-68 2-34 3-53 4-44 
1-57 2-77 3-59 4-41 
1-39 2-37 3-31 4-87 
1-59 2-69 3-46 4-45 
1-22 2-2 3-58 4-33 
1-34 2-25 3-15 4-59 
1-51 2-27 3-21 4-11 
1-49 2-61 3-42 4-63 
1-45 2-49 3-54 4-46 
1-69 2-23 3-62 4-70 
1-23 2-30 3-51 4-77 
1-24 2-35 3-45 4-46 
1-32 2-76 3-67 4-40 
1-65 2-42 3-51 4-12 
1-54 2-47 3-16 4-45 
1-51 2-40 3-24 4-28 
1-30 2-61 3-47 4-32 
1-58 2-35 3-59 4-15 
1-57 2-25 3-23 4-75 
1-51 2-48 3-52 4-48 
1-47 2-51 3-61 4-54 
1-81 2-42 3-43 4-59 
1-39 2-42 3-65 4-77 
1-44 2-53 3-28 4-39 
1-40 2-48 3-24 4-19 
1-75 2-16 3-31 4-27 
1-59 2-44 3-23 4-48 
1-42 2-66 3-37 4-42 
1-59 2-64 3-62 4-55 
1-27 2-51 3-53 4-42 
1-47 2-88 3-71 4-35 
1-25 2-43 3-46 4-34 
1-40 2-41 3-47 4-64 
1-59 2-41 3-42 4-46 
1-47 2-59 3-48 4-47 
1-70 2-43 3-47 4-28 
1-36 2-46 3-39 4-60 
1-78 2-78 3-79 4-25 
1-35 2-69 3-54 4-59 
1-45 2-77 3-43 4-66 
1-79 2-10 3-53 4-39 
1-45 2-67 3-36 4-44 
1-19 2-58 3-65 4-44 
1-60 2-52 3-32 4-1 
1-58 2-44 3-34 4-60 
1-38 2-63 3-73 4-27 
1-34 2-31 3-35 4-81 
1-32 2-35 3-72 4-44 
1-52 2-28 3-25 4-50 
1-50 2-65 3-64 4-36 
1-55 2-69 3-55 4-54 
1-62 2-59 3-23 4-23 
1-37 2-43 3-46 4-50 
1-61 2-51 3-34 4-61 
1-45 2-73 3-45 4-79 
1-56 2-29 3-49 4-60 
1-67 2-37 3-56 4-50 
1-74 2-19 3-61 4-51 
1-49 2-70 3-67 4-48 
1-49 2-63 3-31 4-36 
1-52 2-53 3-46 4-50 
1-28 2-36 3-20 4-61 
1-15 2-46 3-60 4-63 
1-50 2-40 3-56 4-79 
1-21 2-53 3-45 4-48 
1-18 2-41 3-60 4-68 
1-42 2-44 3-45 4-54 
1-20 2-15 3-53 4-54 
1-62 2-60 3-52 4-43 
1-46 2-59 3-64 4-48 
1-56 2-50 3-20 4-49 
1-49 2-50 3-51 4-27 
1-50 2-61 3-45 4-53 
1-28 2-54 3-45 4-16 
1-48 2-38 3-72 4-48 
1-45 2-34 3-14 4-52 
1-91 2-81 3-49 4-31 
1-46 2-69 3-55 4-76 
1-59 2-44 3-56 4-48 
1-75 2-37 3-48 4-62 
1-5 2-32 3-42 4-51 
1-57 2-22 3-27 4-65 
1-81 2-44 3-87 4-41 
1-32 2-46 3-47 4-30 
1-69 2-49 3-42 4-87 
1-52 2-59 3-52 4-63 
1-35 2-54 3-23 4-55 
1-70 2-64 3-56 4-48 
1-55 2-35 3-38 4-20 
1-37 2-56 3-32 4-30 
1-54 2-30 3-71 4-62 
1-42 2-66 3-43 4-53 
1-45 2-35 3-40 4-65 
1-27 2-46 3-38 4-53 
1-39 2-51 3-69 4-34 
1-61 2-44 3-34 4-50 
1-74 2-46 3-34 4-43 
1-69 2-64 3-24 4-49 
1-45 2-53 3-60 4-52 
1-52 2-52 3-54 4-45 
1-28 2-64 3-72 4-27 
1-41 2-64 3-54 4-61 
1-50 2-33 3-59 4-31 
1-33 2-46 3-68 4-28 
1-31 2-78 3-16 4-23 
1-59 2-50 3-50 4-39 
1-35 2-59 3-68 4-35 
1-46 2-29 3-70 4-44 
1-23 2-61 3-29 4-31 
1-35 2-53 3-54 4-25 
1-68 2-42 3-43 4-47 
1-45 2-59 3-65 4-43 
1-57 2-24 3-49 4-54 
1-44 2-62 3-52 4-41 
1-81 2-60 3-41 4-57 
1-56 2-38 3-45 4-46 
1-40 2-25 3-63 4-4 
1-70 2-41 3-45 4-68 
1-71 2-72 3-40 4-46 
1-45 2-43 3-68 4-32 
1-65 2-42 3-17 4-10 
1-57 2-31 3-45 4-24 
1-44 2-34 3-36 4-39 
1-40 2-66 3-35 4-41 
1-53 2-32 3-30 4-28 
1-44 2-43 3-55 4-66 
1-52 2-45 3-68 4-53 
1-33 2-43 3-32 4-54 
1-66 2-49 3-42 4-40 
1-64 2-43 3-47 4-43 
1-37 2-28 3-20 4-75 
1-59 2-38 3-57 4-51 
1-49 2-61 3-34 4-36 
1-50 2-50 3-49 4-40 
1-56 2-44 3-17 4-63 
1-71 2-67 3-51 4-45 
1-57 2-51 3-63 4-58 
1-18 2-58 3-27 4-47 
1-43 2-67 3-35 4-76 
1-40 2-40 3-50 4-39 
1-42 2-50 3-36 4-41 
1-32 2-83 3-65 4-57 
1-37 2-44 3-44 4-55 
1-65 2-32 3-58 4-58 
1-62 2-59 3-17 4-41 
1-58 2-60 3-68 4-27 
1-27 2-49 3-24 4-78 
1-61 2-57 3-49 4-56 
1-68 2-72 3-20 4-70 
1-68 2-49 3-28 4-57 
1-47 2-53 3-31 4-82 
1-34 2-53 3-41 4-39 
1-46 2-79 3-44 4-80 
1-46 2-57 3-76 4-16 
1-47 2-53 3-67 4-23 
1-67 2-40 3-50 4-53 
1-37 2-80 3-46 4-46 
1-58 2-46 3-51 4-63 
1-53 2-56 3-38 4-57 
1-26 2-56 3-50 4-25 
1-52 2-37 3-54 4-59 
1-32 2-71 3-44 4-45 
1-43 2-48 3-55 4-70 
1-45 2-49 3-16 4-29 
1-45 2-42 3-60 4-15 
1-50 2-36 3-10 4-38 
1-40 2-19 3-41 4-55 
1-32 2-47 3-68 4-37 
1-68 2-56 3-24 4-49 
1-49 2-59 3-48 4-35 
1-56 2-61 3-76 4-49 
1-66 2-43 3-56 4-65 
1-60 2-40 3-63 4-33 
1-35 2-46 3-43 4-61 
1-57 2-42 3-48 4-41 
1-63 2-67 3-19 4-58 
1-31 2-67 3-42 4-86 
1-22 2-37 3-71 4-72 
1-52 2-25 3-65 4-86 
1-6 2-30 3-54 4-34 
1-51 2-64 3-12 4-47 
1-52 2-10 3-71 4-36 
1-33 2-34 3-53 4-58 
1-57 2-35 3-47 4-69 
1-50 2-57 3-74 4-49 
1-61 2-38 3-41 4-16 
1-38 2-74 3-53 4-44 
1-69 2-27 3-62 4-61 
1-50 2-52 3-53 4-41 
1-46 2-32 3-46 4-39 
1-46 2-21 3-22 4-54 
1-45 2-82 3-38 4-39 
1-48 2-58 3-61 4-40 
1-66 2-83 3-32 4-42 
1-61 2-42 3-48 4-65 
1-45 2-56 3-69 4-41 
1-79 2-38 3-46 4-88 
1-79 2-40 3-64 4-28 
1-28 2-77 3-25 4-31 
1-11 2-61 3-62 4-75 
1-47 2-59 3-37 4-54 
1-60 2-40 3-63 4-64 
1-55 2-37 3-57 4-40 
1-39 2-62 3-33 4-25 
1-45 2-30 3-60 4-43 
1-55 2-38 3-39 4-57 
1-53 2-53 3-47 4-42 
1-80 2-50 3-59 4-74 
1-51 2-45 3-69 4-58 
1-56 2-74 3-39 4-36 
1-20 2-49 3-23 4-77 
1-52 2-59 3-42 4-59 
1-41 2-65 3-40 4-27 
1-68 2-30 3-47 4-47 
1-50 2-55 3-46 4-41 
1-63 2-49 3-53 4-56 
1-51 2-75 3-40 4-66 
1-56 2-70 3-62 4-58 
1-37 2-59 3-41 4-26 
1-56 2-53 3-49 4-37 
1-10 2-76 3-55 4-54 
1-50 2-61 3-45 4-68 
1-54 2-57 3-50 4-63 
1-30 2-47 3-49 4-44 
1-64 2-48 3-25 4-52 
1-40 2-63 3-35 4-62 
1-42 2-91 3-66 4-66 
1-18 2-54 3-56 4-62 
1-44 2-40 3-27 4-39 
1-66 2-60 3-34 4-21 
1-24 2-29 3-54 4-67 
1-53 2-53 3-53 4-59 
1-66 2-64 3-49 4-37 
1-30 2-34 3-40 4-46 
1-56 2-42 3-72 4-50 
1-20 2-34 3-39 4-32 
1-32 2-34 3-21 4-38 
1-51 2-60 3-69 4-37 
1-56 2-55 3-49 4-54 
1-56 2-20 3-49 4-71 
1-61 2-35 3-39 4-58 
1-49 2-31 3-53 4-47 
1-80 2-48 3-70 4-59 
1-31 2-60 3-67 4-17 
1-41 2-46 3-31 4-65 
1-69 2-59 3-54 4-43 
1-47 2-69 3-36 4-8 
1-30 2-56 3-28 4-51 
1-53 2-55 3-69 4-35 
1-64 2-53 3-43 4-64 
1-27 2-43 3-9 4-38 
1-32 2-51 3-69 4-57 
1-33 2-57 3-32 4-40 
1-69 2-39 3-50 4-76 
1-51 2-55 3-65 4-56 
1-41 2-46 3-58 4-44 
1-39 2-37 3-43 4-52 
1-33 2-37 3-38 4-16 
1-30 2-43 3-28 4-68 
1-39 2-77 3-21 4-71 
1-42 2-8 3-33 4-21 
1-77 2-54 3-58 4-61 
1-37 2-42 3-46 4-35 
1-66 2-41 3-16 4-43 
1-81 2-54 3-55 4-63 
1-34 2-75 3-72 4-65 
1-50 2-36 3-44 4-31 
1-54 2-61 3-10 4-40 
1-72 2-19 3-61 4-48 
1-65 2-21 3-17 4-70 
1-54 2-56 3-89 4-48 
1-45 2-53 3-35 4-28 
1-41 2-58 3-55 4-49 
1-43 2-53 3-36 4-38 
1-44 2-37 3-64 4-57 
1-39 2-49 3-86 4-67 
1-27 2-57 3-54 4-67 
1-31 2-25 3-50 4-64 
1-31 2-39 3-43 4-44 
1-35 2-50 3-67 4-64 
1-39 2-40 3-66 4-32 
1-60 2-63 3-51 4-70 
1-16 2-74 3-65 4-70 
1-61 2-89 3-40 4-76 
1-27 2-50 3-39 4-58 
1-69 2-46 3-68 4-56 
1-43 2-37 3-38 4-68 
1-49 2-56 3-12 4-76 
1-65 2-69 3-54 4-39 
1-61 2-71 3-63 4-9 
1-39 2-60 3-40 4-66 
1-50 2-58 3-39 4-24 
1-46 2-73 3-61 4-47 
1-27 2-79 3-58 4-37 
1-56 2-71 3-41 4-62 
1-60 2-36 3-44 4-46 
1-64 2-73 3-43 4-63 
1-38 2-72 3-33 4-4 
1-36 2-25 3-67 4-44 
1-55 2-44 3-33 4-29 
1-77 2-30 3-27 4-42 
1-47 2-49 3-62 4-59 
1-45 2-49 3-76 4-23 
1-36 2-35 3-55 4-35 
1-61 2-21 3-8 4-57 
1-36 2-47 3-53 4-61 
1-69 2-69 3-50 4-72 
1-44 2-31 3-56 4-40 
1-34 2-34 3-49 4-42 
1-58 2-60 3-35 4-51 
1-48 2-35 3-66 4-41 
1-56 2-56 3-57 4-28 
1-63 2-52 3-51 4-65 
1-80 2-33 3-53 4-23 
1-42 2-40 3-36 4-56 
1-55 2-44 3-52 4-39 
1-44 2-67 3-23 4-44 
1-55 2-44 3-53 4-32 
1-64 2-43 3-39 4-49 
1-40 2-78 3-31 4-60 
1-64 2-65 3-53 4-62 
1-49 2-57 3-31 4-55 
1-63 2-60 3-63 4-27 
1-61 2-46 3-60 4-34 
1-33 2-45 3-38 4-55 
1-67 2-46 3-93 4-39 
1-47 2-58 3-42 4-35 
1-60 2-63 3-80 4-16 
1-51 2-33 3-38 4-17 
1-64 2-38 3-4 4-71 
1-84 2-58 3-34 4-32 
1-48 2-52 3-31 4-49 
1-54 2-33 3-89 4-92 
1-23 2-37 3-26 4-33 
1-47 2-22 3-77 4-31 
1-75 2-54 3-53 4-46 
1-42 2-48 3-38 4-40 
1-33 2-67 3-60 4-75 
1-29 2-18 3-44 4-27 
1-49 2-41 3-81 4-41 
1-52 2-51 3-44 4-71 
1-77 2-74 3-48 4-73 
1-65 2-71 3-53 4-50 
1-51 2-17 3-52 4-50 
1-58 2-70 3-27 4-46 
1-75 2-55 3-20 4-43 
1-35 2-49 3-59 4-77 
1-57 2-67 3-40 4-69 
1-47 2-55 3-69 4-30 
1-52 2-69 3-50 4-57 
1-57 2-45 3-29 4-40 
1-63 2-30 3-87 4-49 
1-49 2-56 3-59 4-73 
1-46 2-33 3-45 4-59 
1-36 2-40 3-48 4-50 
1-32 2-56 3-34 4-22 
1-43 2-64 3-34 4-50 
1-33 2-54 3-65 4-65 
1-55 2-23 3-30 4-61 
1-60 2-31 3-61 4-50 
1-56 2-40 3-74 4-50 
1-61 2-34 3-44 4-15 
1-73 2-42 3-51 4-62 
1-42 2-67 3-76 4-44 
1-54 2-44 3-37 4-66 
1-52 2-62 3-44 4-55 
1-41 2-45 3-47 4-53 
1-17 2-18 3-68 4-52 
1-23 2-49 3-40 4-74 
1-46 2-21 3-42 4-77 
1-48 2-58 3-46 4-72 
1-53 2-71 3-42 4-36 
1-48 2-30 3-38 4-71 
1-62 2-34 3-73 4-67 
1-62 2-54 3-48 4-50 
1-38 2-64 3-19 4-30 
1-47 2-46 3-58 4-44 
1-73 2-57 3-23 4-48 
1-45 2-35 3-58 4-66 
1-66 2-55 3-74 4-63 
1-47 2-45 3-57 4-69 
1-70 2-27 3-64 4-40 
1-46 2-37 3-63 4-46 
1-17 2-36 3-46 4-36 
1-30 2-64 3-38 4-33 
1-51 2-42 3-61 4-71 
1-58 2-17 3-62 4-50 
1-43 2-20 3-27 4-30 
1-47 2-41 3-54 4-23 
1-47 2-52 3-49 4-59 
1-57 2-59 3-49 4-60 
1-57 2-29 3-51 4-45 
1-51 2-35 3-49 4-44 
1-31 2-61 3-49 4-79 
1-77 2-75 3-53 4-38 
1-58 2-60 3-56 4-41 
1-34 2-46 3-56 4-49 
1-61 2-63 3-64 4-78 
1-35 2-29 3-58 4-51 
1-41 2-71 3-24 4-35 
1-51 2-40 3-53 4-57 
1-44 2-46 3-17 4-25 
1-31 2-37 3-24 4-23 
1-55 2-68 3-44 4-64 
1-42 2-53 3-88 4-36 
1-49 2-28 3-41 4-49 
1-46 2-62 3-72 4-29 
1-75 2-16 3-79 4-27 
1-54 2-15 3-35 4-46 
1-68 2-53 3-71 4-50 
1-49 2-52 3-47 4-38 
1-83 2-49 3-35 4-41 
1-64 2-41 3-36 4-66 
1-54 2-80 3-67 4-62 
1-20 2-92 3-50 4-40 
1-71 2-53 3-56 4-43 
1-40 2-62 3-33 4-51 
1-90 2-42 3-52 4-65 
1-67 2-61 3-61 4-32 
1-26 2-48 3-34 4-28 
1-46 2-75 3-63 4-46 
1-55 2-49 3-64 4-28 
1-44 2-54 3-102 4-50 
1-17 2-51 3-55 4-27 
1-36 2-64 3-56 4-59 
1-28 2-40 3-19 4-82 
1-23 2-54 3-35 4-44 
1-33 2-42 3-35 4-70 
1-43 2-67 3-30 4-56 
1-63 2-43 3-38 4-23 
1-83 2-27 3-78 4-57 
1-18 2-34 3-43 4-13 
1-64 2-58 3-59 4-53 
1-29 2-40 3-45 4-51 
1-15 2-41 3-43 4-30 
1-29 2-61 3-27 4-36 
1-43 2-43 3-66 4-40 
1-45 2-62 3-24 4-41 
1-49 2-46 3-40 4-40 
1-51 2-40 3-32 4-51 
1-43 2-44 3-57 4-48 
1-38 2-54 3-38 4-53 
1-26 2-32 3-61 4-41 
1-49 2-56 3-60 4-54 
1-64 2-64 3-33 4-59 
1-42 2-33 3-38 4-59 
1-5 2-37 3-65 4-61 
1-73 2-60 3-41 4-38 
1-47 2-53 3-18 4-75 
1-36 2-3 3-70 4-40 
1-36 2-48 3-24 4-37 
1-44 2-60 3-51 4-74 
1-25 2-33 3-69 4-24 
1-40 2-49 3-53 4-57 
1-90 2-45 3-49 4-51 
1-44 2-49 3-45 4-64 
1-34 2-7 3-40 4-47 
1-32 2-20 3-38 4-36 
1-60 2-84 3-75 4-30 
1-77 2-49 3-78 4-64 
1-63 2-22 3-28 4-37 
1-21 2-28 3-76 4-48 
1-43 2-73 3-26 4-27 
1-47 2-60 3-56 4-43 
1-89 2-69 3-55 4-30 
1-27 2-42 3-42 4-48 
1-57 2-40 3-55 4-55 
1-67 2-67 3-60 4-52 
1-44 2-58 3-26 4-27 
1-68 2-37 3-92 4-39 
1-64 2-44 3-50 4-33 
1-28 2-39 3-39 4-44 
1-37 2-88 3-38 4-38 
1-45 2-74 3-55 4-2 
1-47 2-44 3-60 4-59 
1-48 2-39 3-45 4-74 
1-69 2-46 3-25 4-62 
1-25 2-69 3-44 4-23 
1-39 2-35 3-37 4-15 
1-30 2-73 3-12 4-64 
1-61 2-60 3-53 4-39 
1-44 2-58 3-34 4-58 
1-56 2-47 3-47 4-74 
1-38 2-83 3-49 4-17 
1-12 2-67 3-47 4-49 
1-83 2-38 3-79 4-38 
1-33 2-53 3-16 4-43 
1-61 2-43 3-45 4-50 
1-78 2-46 3-56 4-39 
1-46 2-68 3-31 4-59 
1-36 2-57 3-60 4-47 
1-61 2-39 3-45 4-59 
1-48 2-68 3-40 4-63 
1-74 2-62 3-79 4-22 
1-59 2-22 3-53 4-31 
1-52 2-55 3-35 4-55 
1-47 2-44 3-53 4-80 
1-19 2-49 3-75 4-63 
1-44 2-30 3-13 4-51 
1-54 2-21 3-40 4-48 
1-57 2-72 3-54 4-54 
1-64 2-44 3-54 4-65 
1-62 2-49 3-8 4-29 
1-57 2-64 3-43 4-59 
1-53 2-45 3-67 4-34 
1-51 2-50 3-58 4-47 
1-65 2-16 3-61 4-58 
1-27 2-50 3-61 4-56 
1-39 2-47 3-64 4-72 
1-45 2-46 3-39 4-56 
1-52 2-57 3-34 4-38 
1-48 2-41 3-83 4-69 
1-9 2-30 3-82 4-6 
1-68 2-40 3-40 4-73 
1-53 2-75 3-64 4-48 
1-40 2-71 3-34 4-64 
1-61 2-54 3-38 4-68 
1-46 2-37 3-66 4-49 
1-43 2-72 3-58 4-41 
1-42 2-64 3-39 4-63 
1-47 2-38 3-46 4-43 
1-49 2-54 3-59 4-56 
1-60 2-59 3-47 4-39 
1-52 2-47 3-46 4-38 
1-54 2-57 3-19 4-32 
1-33 2-24 3-31 4-39 
1-56 2-65 3-45 4-44 
1-59 2-30 3-35 4-30 
1-0 2-71 3-38 4-43 
1-55 2-66 3-29 4-54 
1-77 2-43 3-54 4-57 
1-67 2-58 3-39 4-42 
1-64 2-74 3-51 4-34 
1-47 2-22 3-59 4-49 
1-72 2-57 3-48 4-37 
1-45 2-49 3-51 4-61 
1-58 2-10 3-73 4-58 
1-30 2-30 3-47 4-43 
1-31 2-59 3-71 4-57 
1-72 2-64 3-25 4-50 
1-76 2-52 3-48 4-45 
1-54 2-69 3-49 4-78 
1-57 2-70 3-57 4-54 
1-33 2-78 3-54 4-8 
1-44 2-24 3-47 4-61 
1-80 2-29 3-52 4-42 
1-20 2-60 3-30 4-56 
1-27 2-30 3-73 4-44 
1-57 2-19 3-61 4-31 
1-53 2-45 3-46 4-45 
1-43 2-57 3-64 4-39 
1-51 2-61 3-41 4-53 
1-33 2-65 3-49 4-48 
1-48 2-37 3-61 4-34 
1-37 2-67 3-25 4-41 
1-89 2-33 3-89 4-67 
1-46 2-50 3-67 4-52 
1-32 2-65 3-48 4-48 
1-58 2-29 3-72 4-49 
1-51 2-60 3-24 4-44 
1-40 2-21 3-54 4-47 
1-58 2-41 3-50 4-70 
1-42 2-51 3-47 4-60 
1-49 2-53 3-39 4-66 
1-47 2-27 3-61 4-58 
1-72 2-50 3-26 4-51 
1-74 2-56 3-55 4-50 
1-36 2-37 3-26 4-69 
1-53 2-59 3-47 4-55 
1-52 2-69 3-40 4-44 
1-61 2-50 3-84 4-50 
1-61 2-55 3-66 4-20 
1-51 2-30 3-58 4-35 
1-63 2-77 3-47 4-7 
1-75 2-32 3-51 4-25 
1-52 2-29 3-45 4-65 
1-69 2-37 3-52 4-54 
1-66 2-65 3-45 4-42 
1-27 2-58 3-36 4-16 
1-54 2-28 3-66 4-19 
1-48 2-25 3-67 4-46 
1-31 2-56 3-67 4-37 
1-41 2-42 3-17 4-63 
1-61 2-54 3-40 4-55 
1-46 2-59 3-72 4-63 
1-21 2-50 3-34 4-44 
1-47 2-26 3-46 4-42 
1-75 2-73 3-30 4-41 
1-44 2-58 3-48 4-49 
1-44 2-32 3-20 4-18 
1-38 2-72 3-51 4-37 
1-64 2-38 3-49 4-60 
1-91 2-56 3-65 4-57 
1-16 2-41 3-54 4-49 
1-36 2-36 3-46 4-50 
1-67 2-42 3-61 4-71 
1-32 2-45 3-53 4-54 
1-26 2-21 3-71 4-55 
1-37 2-34 3-36 4-48 
1-63 2-66 3-35 4-37 
1-47 2-44 3-23 4-37 
1-56 2-72 3-65 4-21 
1-70 2-54 3-70 4-33 
1-85 2-59 3-62 4-58 
1-46 2-24 3-38 4-45 
1-40 2-65 3-55 4-46 
1-82 2-70 3-52 4-36 
1-47 2-84 3-31 4-63 
1-65 2-64 3-44 4-51 
1-40 2-23 3-50 4-20 
1-64 2-41 3-75 4-34 
1-62 2-55 3-49 4-40 
1-40 2-32 3-49 4-58 
1-45 2-41 3-37 4-66 
1-75 2-69 3-52 4-39 
1-43 2-48 3-53 4-72 
1-75 2-67 3-31 4-35 
1-51 2-19 3-53 4-35 
